tipo_inmueble,valor_venta,area,nro_cuartos,nro_banos,nro_garajes,zona,barrio,nombre_comun_barrio
Apartamento,725000000,103.5,3,3,2.0,Norte,SANTA BARBARA ORIENTAL,SANTA BARBARA ORIENTAL-USAQUEN
Apartamento,580000000,74.0,2,2,2.0,Norte,URBANIZACION BOSQUES DE MEDINA,BELLA SUIZA ALTA
Casa,6500000000,0.0,4,5,4.0,Norte,BELLAVISTA,Los Rosales
Apartamento,495000000,87.0,3,3,2.0,Noroccidente,CANTALEJO,Suba
Casa,1650000000,625.0,4,4,0.0,Noroccidente,SUBA NARANJOS,Sotileza
Apartamento,470000000,113.0,3,2,1.0,Noroccidente,LOS ANDES NORTE,LA FLORESTA NORTE
Apartamento,315000000,46.0,1,1,1.0,,,CHICO SAN PATRICIO
Apartamento,390000000,77.0,3,2,1.0,Norte,SANTA TERESA,Santa Teresa-Usaquén
Apartamento,2100000000,205.0,3,4,3.0,Norte,BELLAVISTA,ROSALES
Apartamento,398000000,80.0,3,2,2.0,Norte,PARQUES DE LORENA,cedritos
Casa,1050000000,180.0,3,3,2.0,Norte,PRADOS DE LA CALLEJA,LA CALLEJA
Apartamento,300000000,46.0,1,2,1.0,Norte,ACACIAS USAQUEN,CEDRITOS
Apartamento,110000000,26.0,1,1,0.0,Noroccidente,CIUDAD QUIRIGUA,QUIRIGUA
Apartamento,1100000000,195.0,3,4,3.0,Norte,SANTA BIBIANA,EL CHICO NAVARRA
Apartamento,2400000000,255.0,3,5,4.0,Norte,CHICO NORTE,CHICO MUSEO
Apartamento,4500000000,320.0,2,3,4.0,Norte,CERROS DE SANTA BARBARA,Santa Barbara Alta-Usaquén
Apartamento,380000000,93.0,3,2,1.0,Norte,EL VERVENAL,EL VERVENAL
Apartamento,295000000,0.0,1,1,1.0,Norte,RINCON DEL CHICO,RINCON DEL CHICO
Apartamento,1149000000,0.0,3,4,2.0,Norte,SANTA BARBARA ALTA,SANTA BARBARA ALTA
Apartamento,495000000,80.0,3,2,1.0,Occidental,CIUDAD SALITRE SUR-ORIENTAL,CIUDAD SALITRE
Apartamento,850000000,200.0,4,4,2.0,Noroccidente,ESTORIL,PASADENA ALTA
Apartamento,820000000,154.38,3,4,2.0,Noroccidente,URBANIZACION CORDOBA NIZA,Lagos De Cordoba Niza
Apartamento,155000000,64.0,3,2,0.0,Occidental,SAN JOAQUIN,SAN JOAQUÍN
Apartamento,350200000,0.0,1,1,1.0,Occidental,CAMPIN OCCIDENTAL,NICOLAS
Apartamento,290000000,70.0,3,2,1.0,Norte,CEDRO BOLIVAR,VICTORIA NORTE
Apartamento,1600000000,0.0,2,3,3.0,Chapinero,EMAUS,EMAUS
Apartamento,1250000000,164.0,4,3,2.0,Norte,EL REFUGIO,EL REFUGIO DEL CHICO
Apartamento,970000000,135.0,3,5,2.0,Norte,CERROS DE SANTA BARBARA,ALTOS DE USAQUEN
Apartamento,260000000,53.0,3,2,1.0,Occidental,EL TINTAL A.S.D.,Hayuelos
Apartamento,980000000,165.0,3,4,2.0,Noroccidente,NIZA SUBA,LINDARAJA
Apartamento,136000000,17.27,1,1,0.0,Occidental,LA ESPERANZA,MODELIA
Apartamento,1200000000,176.0,3,4,2.0,Norte,CERROS DE LOS ALPES,SANTA BARBARA ORIENTAL
Apartamento,1900000000,370.0,3,4,2.0,Chapinero,QUINTA CAMACHO,QUINTA CAMACHO
Casa,2400000000,540.0,5,5,4.0,Noroccidente,SAN JOSE DE BAVARIA,SAN JOSE DE BAVARIA
Apartamento,1550000000,0.0,3,4,4.0,Norte,LOS ROSALES,Los Rosales
Casa,1800000000,480.0,4,5,4.0,Noroccidente,SAN JOSE DE BAVARIA,san jose de bavaria
Apartamento,1150000000,145.0,1,2,2.0,Norte,CHICO NORTE II,Chico Reservado
Apartamento,150000000,46.88,3,2,0.0,Occidental,CAMPO ALEGRE,CIUDAD TINTAL
Casa,720000000,144.0,3,3,2.0,Noroccidente,SAN JOSE DE BAVARIA,SAN JOSE DE BAVARIA
Apartamento,450000000,100.0,3,3,1.0,Noroccidente,SAN JOSE DEL PRADO,COLINA CAMPESTRE
Apartamento,550000000,128.0,4,2,1.0,Norte,CHICO NORTE II,Chicó Norte Ii
Apartamento,370000000,68.0,3,2,1.0,Occidental,LA IGUALDAD,LA IGUALDAD
Apartamento,1100000000,165.0,3,3,2.0,Chapinero,LAS ACACIAS,LAS ACACIAS
Casa,4100000000,1.0,4,5,4.0,Norte,SANTA ANA ORIENTAL,Santa Ana Oriental
Apartamento,530000000,64.0,2,2,1.0,Norte,SAN PATRICIO,SAN PATRICIO
Apartamento,1595000000,0.0,3,3,3.0,Norte,EL REFUGIO,CHICO REFUGIO
Apartamento,1850000000,194.0,3,5,2.0,Norte,EL REFUGIO,chico - el refugio
Apartamento,850000000,175.0,3,3,2.0,Norte,SANTA BIBIANA,CHICO NAVARRA
Casa,170000000,73.0,3,2,0.0,Occidental,PREDIO CALDAS,Zona Franca Fontibon
Apartamento,350000000,84.0,3,2,1.0,Occidental,EL DORADO,VILLAS DE GRANADA
Apartamento,160000000,50.0,3,2,0.0,Occidental,CENTRO ENGATIVA,NUEVA GRANADA VILLAS DE GRANADA
Apartamento,800000000,138.0,3,3,2.0,Norte,SABANALARGA,BARRIO LA CAROLINA
Apartamento,480000000,69.0,1,2,2.0,Norte,SANTA BIBIANA,Santa Bibiana
Apartamento,595000000,76.0,1,2,2.0,Norte,CHICO,REFUGIO
Apartamento,680000000,125.0,2,2,1.0,Norte,EL REFUGIO,EL REFUGIO
Casa,420000000,170.0,1,2,0.0,Occidental,LA LIBERTAD,San Fernando
Casa,2750000000,735.0,5,4,2.0,Chapinero,QUINTA CAMACHO,QUINTA CAMACHO
Apartamento,987000000,186.0,3,2,2.0,Otros,BELLAVISTA,BELLAVISTA
Apartamento,290000000,88.0,3,2,1.0,Occidental,EL DORADO,GRAN GRANADA
Casa,680000000,190.0,5,4,2.0,Noroccidente,IBERIA,Gratamira
Apartamento,115000000,25.0,1,1,0.0,Occidental,VILLEMAR FONTIBON,FONTIBON VILLEMAR
Apartamento,1350000000,188.0,3,4,2.0,Occidental,CIUDAD SALITRE SUR-ORIENTAL,CIUDAD SALITRE RESERVADO
Apartamento,205000000,57.0,3,2,1.0,,SUBA,SUBA
Casa,450000000,146.0,5,3,1.0,Occidental,LOS MONJES,LOS MONJES
Casa,750000000,98.0,3,3,1.0,Chapinero,MARIA CRISTINA,Maria Cristina
Casa,1450000000,201.16,4,3,4.0,Norte,LISBOA,Lisboa
Casa,2250000000,600.0,5,5,4.0,Noroccidente,SAN JOSE DE BAVARIA,SAN JOSE DE BAVARIA
Apartamento,4113784785,0.0,3,4,3.0,Norte,LOS ROSALES,Rosales
Apartamento,570000000,112.0,3,2,1.0,Norte,CHICO NORTE II,CHICO NORTE II
Casa,270000000,140.0,5,3,1.0,Occidental,GARCES NAVES OCCIDENTAL,garces navas
Apartamento,340000000,76.47,3,2,1.0,Occidental,LA IGUALDAD,La Igualdad
Apartamento,3988875788,0.0,3,4,3.0,Norte,LOS ROSALES,LOS ROSALES
Apartamento,1250000000,147.0,2,3,2.0,Chapinero,EMAUS,BELLAVISTA ROSALES
Apartamento,1650000000,165.0,3,4,3.0,Chapinero,EMAUS,CHAPINERO ALTO GRANADA
Apartamento,2600000000,379.0,4,4,3.0,Norte,LOS ROSALES,Rosales
Apartamento,830916000,64.0,1,2,1.0,Norte,CHICO NORTE,CHICO RESERVADO
Apartamento,570000000,143.0,3,4,2.0,Noroccidente,VICTORIA NORTE,COLINA CAMPESTRE
Apartamento,580000000,119.0,3,2,1.0,Norte,CHICO NORTE II,CHIC¿ NORTE
Apartamento,350000000,76.0,3,2,1.0,Noroccidente,MAZUREN,MAZUREN
Apartamento,415000000,91.0,3,3,1.0,Noroccidente,SAN JOSE DEL PRADO,LA COLINA
Apartamento,590000000,0.0,2,3,2.0,Norte,CHICO NORTE III,Chico Occidental
Apartamento,346600000,74.64,3,2,1.0,Occidental,EL DORADO,villas de granada
Apartamento,373400000,75.9,3,2,1.0,Occidental,EL DORADO,VILLAS DE ARANJUEZ
Casa,550000000,150.0,5,5,1.0,Occidental,JOSE JOAQUIN VARGAS,Jota Vargas
Apartamento,310000000,56.0,3,2,1.0,Occidental,POPULAR MODELO,PARQUE CENTRAL SALITRE
Casa,480000000,163.0,4,4,0.0,Sur,LA VICTORIA,LA VICTORIA SUR
Apartamento,840000000,90.0,2,2,2.0,Norte,CHICO,Chico
Apartamento,375100000,75.9,3,2,1.0,Occidental,EL DORADO,VILLAS DE GRANADA
Apartamento,368400000,75.9,3,2,1.0,Occidental,EL DORADO,villas de granada
Apartamento,4500000000,0.0,4,4,3.0,Norte,CHICO NORTE,Chico Norte
Casa,950000000,250.0,5,5,0.0,Sur,CIUDAD JARDIN SUR,CIUDAD JARDIN
Apartamento,2100000000,231.0,3,5,3.0,Norte,CHICO,CHICO - LA CABRERA
Apartamento,1450000000,195.0,3,5,2.0,Norte,EL NOGAL,Nogal
Apartamento,565000000,86.0,2,2,1.0,Norte,CHICO NORTE III SECTOR,EL CHICO
Apartamento,1180000000,0.0,3,4,3.0,Norte,CHICO,Chico Norte
Apartamento,375900000,75.9,3,2,1.0,Occidental,EL DORADO,VILLAS DE GRANADA
Apartamento,366600000,75.9,3,2,1.0,Occidental,EL DORADO,villas de granada
Apartamento,155000000,51.0,3,2,0.0,Sur,EL ENSUEÑO,Madelena
Apartamento,590000000,139.0,3,3,2.0,Noroccidente,SANTA HELENA I,Colina
Apartamento,890000000,192.0,4,4,2.0,Norte,CHICO NORTE III,CHICO CENTRAL
Apartamento,180000000,0.0,3,1,0.0,Occidental,CAMPO ALEGRE,El Tintal
Apartamento,377400000,67.3,3,2,1.0,Occidental,EL DORADO,VILLAS DE GRANADA
Apartamento,350000000,36.0,1,1,1.0,Centro,LAS NIEVES,Centro Internacional
Casa,1300000000,430.0,5,4,3.0,Chapinero,SUCRE,TEUSAQUILLO
Apartamento,360000000,88.0,3,1,2.0,Norte,LOS CEDRITOS,Cedritos
Apartamento,590000000,103.0,3,3,2.0,Norte,SAN PATRICIO,San Patricio
Apartamento,310000000,68.0,2,2,,Norte,LOS CEDROS,EL CONTADOR
Apartamento,2330000000,230.0,3,4,4.0,Norte,BELLAVISTA,EMAUS ROSALES
Apartamento,860000000,130.0,3,3,1.0,Chapinero,EMAUS,EMAUS ROSALES
Apartamento,1900000000,184.0,3,4,3.0,Norte,LOS ROSALES,ALTOS DE LOS RETIROS
Casa,900000000,190.0,4,5,3.0,Guaymaral,CASA BLANCA,TORREMOLINOS
Apartamento,450000000,91.23,3,3,1.0,Norte,ACACIAS USAQUEN,LOS CEDRITOS
Apartamento,1670000000,150.0,2,3,2.0,Norte,ANTIGUO COUNTRY,EL VIRREY
Apartamento,730000000,187.0,3,4,2.0,Noroccidente,IBERIA,Gratamira
Apartamento,425000000,0.0,2,2,2.0,Norte,SAN PATRICIO,SAN PATRICIO
Apartamento,380000000,83.0,2,2,1.0,Chapinero,CATALUNA,CataluÑa
Apartamento,656075750,56.0,1,2,2.0,Norte,LOS ROSALES,CABRERA
Apartamento,321000000,41.73,1,1,0.0,Centro,SAN MARTIN,SAN MARTIN
Apartamento,1200000000,200.0,3,3,2.0,Norte,BELLAVISTA,BELLAVISTA
Apartamento,270000000,0.0,3,2,1.0,Noroccidente,CANTALEJO,Cantalejo
Apartamento,550000000,94.0,3,4,2.0,Norte,CHICO NORTE,Chico Norte
Apartamento,197000000,46.0,2,1,0.0,Norte,CERROS DE LOS ALPES,CERROS DE LOS ALPES
Casa,480000000,112.36,4,1,2.0,Sur,Timiza,Timiza
Apartamento,375000000,80.0,3,2,1.0,Noroccidente,CANTALEJO,colina
Apartamento,1000000000,0.0,2,2,2.0,Norte,CHICO NORTE II,CHICO RESERVADO
Apartamento,285000000,76.0,3,2,1.0,Sur,CIUDAD JARDIN SUR,CIUDAD JARDIN SUR
Apartamento,2300000000,255.87,3,4,3.0,Norte,CHICO NORTE,Chico Museo
Apartamento,540000000,101.0,3,2,1.0,Noroccidente,LOS ANDES NORTE,LA FLORESTA NORTE
Apartamento,300000000,76.0,2,2,1.0,Norte,CAOBOS SALAZAR,CEDRITOS CONTADOR
Apartamento,850000000,120.0,2,2,2.0,Norte,CHICO NORTE II,CHICO RESERVADO
Casa,490000000,144.0,5,3,1.0,Occidental,LAS FERIAS,JARDIN BOTANICO
Casa,4750000000,666.0,4,5,4.0,Norte,SANTA BARBARA ALTA,Santa Barbara Oriental
Apartamento,724399999,56.0,1,1,1.0,Norte,SANTA ANA ORIENTAL,
Apartamento,145820000,31.7,1,1,1.0,Norte,EL CODITO,EL REDIL
Apartamento,247500000,61.0,2,2,1.0,Sur,SANTA LUCIA,Tunal
Apartamento,410000000,94.0,3,2,2.0,Noroccidente,PORTALES DEL NORTE,PORTALES DEL NORTE
Apartamento,320000000,82.0,3,3,1.0,Norte,MARGARITAS I SECTOR,Caobos Salazar
Apartamento,461000000,72.0,2,3,1.0,Norte,MOLINOS NORTE,SANTA PAULA
Apartamento,580000000,120.0,2,3,2.0,Norte,LA CAROLINA,LA CAROLINA
Casa,1550000000,401.58,1,0,4.0,Norte,LISBOA,Lisboa
Apartamento,3000000000,343.0,4,5,3.0,Norte,LOS ROSALES,Rosales
Apartamento,990000000,160.0,3,4,2.0,Norte,LOS ROSALES,ROSALES ALTO
Apartamento,614000000,145.0,3,3,1.0,Norte,SANTA BARBARA OCCIDENTAL,Santa Barbara Occidental
Apartamento,1500000000,210.0,3,4,2.0,Norte,CEDRO SALAZAR,BOSQUE DE LA RESERVA
Casa,3000000000,480.0,5,5,4.0,Norte,SANTA BARBARA OCCIDENTAL,SANTA BARBARA OCCIDENTAL
Apartamento,480000000,58.0,1,2,1.0,Norte,SAN PATRICIO,SAN PATRICIO
Casa,1990000000,540.0,4,5,4.0,Noroccidente,SAN JOSE DE BAVARIA,SAN JOSE DE BAVARIA
Apartamento,4000000000,300.0,3,4,3.0,Norte,BELLAVISTA,Los Rosales
Apartamento,4200000000,484.0,4,5,3.0,Norte,Los Rosales,Los Rosales
Casa,900000000,251.5,5,3,3.0,Noroccidente,POLO CLUB,POLO
Apartamento,448251000,71.0,2,3,1.0,Norte,LISBOA,LISBOA SECTOR COUNTRY
Apartamento,390000000,83.0,2,2,2.0,Norte,SANTA BARBARA CENTRAL,Santa Barbara
Apartamento,650000000,61.8,2,2,1.0,Centro,SAMPER,SAMPER MENDOZA
Apartamento,1450000000,180.0,2,3,3.0,Norte,CHICO NORTE,CHICO RESERVADO
Apartamento,2400000000,0.0,3,4,3.0,Norte,CERROS DE LOS ALPES,USAQUEN
Apartamento,750000000,0.0,3,3,2.0,Norte,CHICO NORTE II,Chicó Reservado
Apartamento,430000000,96.0,3,2,1.0,Noroccidente,SANTA HELENA I,COLINA CAMPESTRE
Casa,490000000,256.0,5,2,0.0,Sur,ESCUELA GENERAL SANTANDER,FATIMA
Apartamento,700000000,120.0,3,3,1.0,Norte,CHICO,CHICO RESERVADO
Casa,350000000,190.0,3,2,0.0,Sur,INGLES,ingles
Apartamento,2675000000,280.0,4,5,4.0,Norte,CHICO NORTE,CHICO RESERVADO
Apartamento,395000000,108.0,3,2,1.0,Norte,PRADERA NORTE,LA PRADERA NORTE - Orquídeas
Apartamento,580000000,0.0,2,2,2.0,Noroccidente,ESTORIL,Estoril
Apartamento,480000000,96.0,3,3,1.0,Occidental,EL RECUERDO,Gran America
Apartamento,540000000,89.0,3,2,1.0,Norte,CAOBOS SALAZAR,Cedritos-Usaquén
Apartamento,1080000000,158.0,4,5,2.0,Noroccidente,SAN JOSE DEL PRADO,COLINA CAMPESTRE
Apartamento,800000000,130.0,3,3,2.0,Noroccidente,SAN JOSE DEL PRADO,COLINA CAMPESTRE
Apartamento,320000000,62.0,3,2,1.0,Occidental,BOYACA,BOYACA REAL
Apartamento,650000000,90.0,1,1,0.0,Centro,LA CATEDRAL,La Catedral
Apartamento,740000000,83.0,2,2,2.0,Norte,CHICO NORTE,CHICO NORTE
Casa,980000000,272.0,4,3,4.0,Noroccidente,MONACO,LA ALHAMBRA
Apartamento,720000000,94.0,3,3,2.0,Norte,ESCUELA DE INFANTERIA,CHICO
Apartamento,300000000,52.5,2,2,1.0,Noroccidente,JULIO FLOREZ,Julio Florez
Casa,450000000,90.0,5,3,1.0,Norte,JARDIN BOTANICO,Villa del Rio
Casa,420000000,106.0,3,2,2.0,,,fontibon
Apartamento,164900000,45.0,2,2,0.0,Occidental,CENTRO ENGATIVA,"VILLAS DE GRANADA,"
Apartamento,260000000,44.0,1,2,1.0,Norte,LISBOA,SUBA LISBOA - Country
Apartamento,510000000,98.0,3,2,1.0,Norte,SANTA BARBARA CENTRAL,MULTICENTRO - Santa Bárbara
Apartamento,430000000,0.0,2,2,1.0,Norte,LAS ACASIAS,Belmira-Usaquén
Apartamento,430000000,70.0,2,2,1.0,Noroccidente,URBANIZACION CORDOBA,NIZA 8
Apartamento,445000000,97.0,3,3,1.0,Noroccidente,PASADENA,PASADENA
Apartamento,370000000,65.0,2,2,1.0,Norte,LOS CEDRITOS,CEDRITOS ORIENTAL
Apartamento,780000000,124.4,3,3,3.0,Noroccidente,SANTA HELENA I,COLINA CAMPESTRE
Apartamento,417000000,69.0,2,2,1.0,Norte,CAOBOS SALAZAR,CAOBOS SALAZAR
Casa,1350000000,254.69,3,5,2.0,Noroccidente,CASA BLANCA SUBA,ALTOS DE SUBA CERROS DE SAN JORGE
Apartamento,750000000,144.0,3,3,2.0,Noroccidente,MAZUREN,MAZUREN
Casa,1600000000,370.0,4,4,2.0,Noroccidente,ESTORIL,Pasadena
Apartamento,895000000,0.0,2,3,2.0,Norte,SANTA BARBARA OCCIDENTAL,Santa Barbara Central-Usaquén
Casa,960000000,220.5,4,4,4.0,Norte,CEDRO SALAZAR,CEDRO GOLF - Cedritos
Apartamento,255000000,59.0,3,2,1.0,Noroccidente,GILMAR,Gilmar
Apartamento,395000000,83.0,3,2,1.0,Noroccidente,EL RECREO DE LOS FRAILES,RECREO DE LOS FRAILES
Casa,1109999999,386.0,5,5,4.0,Noroccidente,NIZA SUBA,ALTOS DE SUBA
Apartamento,425000000,105.24,3,3,2.0,Noroccidente,SANTA HELENA I,COLINA CAMPESTRE - Colina y Alrededores
Apartamento,250000000,46.0,1,1,1.0,,,BATAN
Apartamento,196000000,38.0,1,1,1.0,Norte,MOLINOS NORTE,SANTA BIBIANA
Apartamento,350000000,88.0,3,2,2.0,Norte,VILLAS DEL MEDITERRANEO,VILLAS DEL MEDITERRANEO
Apartamento,670000000,140.0,4,4,2.0,Occidental,LA FELICIDAD,La Felicidad
Apartamento,175000000,24.0,1,1,0.0,Noroccidente,NIZA NORTE,NIZA - Chicó
Apartamento,400000000,90.0,2,2,1.0,Noroccidente,PASADENA,PASADENA
Apartamento,499000000,73.48,3,2,1.0,Occidental,CIUDAD SALITRE SUR-ORIENTAL,Salitre alto 
Apartamento,615000000,98.0,2,2,2.0,Norte,CHICO NORTE,CHICO
Casa,850000000,232.0,5,4,2.0,Noroccidente,URBANIZACION CORDOBA NIZA,NIZA
Apartamento,450000000,0.0,1,2,2.0,Norte,SANTA BIBIANA,CHICO NAVARRA
Apartamento,360000000,50.0,1,1,1.0,Norte,SANTA BIBIANA,CHICO NAVARRA
Casa,1650000,269.0,4,5,3.0,Guaymaral,CASA BLANCA,SAN SIMON GUAYMARAL
Apartamento,650000000,77.0,1,2,1.0,Norte,ANTIGUO COUNTRY,Antiguo Country
Casa,200000000,67.0,3,2,0.0,Noroccidente,TIBABUYES,OASIS 1 - Altos de Suba y Cerros de San Jorge
Apartamento,2990000000,326.0,3,4,4.0,Norte,CERROS DE SANTA BARBARA,Santa Barbara Alta-Usaquén
Apartamento,500000000,83.0,2,3,2.0,Norte,SANTA BIBIANA,CHICO NAVARRA
Apartamento,2500000000,277.0,3,4,4.0,Norte,LA CABRERA,CHICO - LA CABRERA - Chicó
Apartamento,725000000,103.5,3,3,2.0,Norte,SANTA BARBARA ORIENTAL,SANTA BARBARA ORIENTAL-USAQUEN
Apartamento,580000000,74.0,2,2,2.0,Norte,URBANIZACION BOSQUES DE MEDINA,BELLA SUIZA ALTA
Casa,6500000000,0.0,4,5,4.0,Norte,BELLAVISTA,Los Rosales
Apartamento,495000000,87.0,3,3,2.0,Noroccidente,CANTALEJO,Suba
Casa,1650000000,625.0,4,4,0.0,Noroccidente,SUBA NARANJOS,Sotileza
Apartamento,470000000,113.0,3,2,1.0,Noroccidente,LOS ANDES NORTE,LA FLORESTA NORTE
Apartamento,315000000,46.0,1,1,1.0,,,CHICO SAN PATRICIO
Apartamento,390000000,77.0,3,2,1.0,Norte,SANTA TERESA,Santa Teresa-Usaquén
Apartamento,2100000000,205.0,3,4,3.0,Norte,BELLAVISTA,ROSALES
Apartamento,398000000,80.0,3,2,2.0,Norte,PARQUES DE LORENA,cedritos
Casa,1050000000,180.0,3,3,2.0,Norte,PRADOS DE LA CALLEJA,LA CALLEJA
Apartamento,300000000,46.0,1,2,1.0,Norte,ACACIAS USAQUEN,CEDRITOS
Apartamento,110000000,26.0,1,1,0.0,Noroccidente,CIUDAD QUIRIGUA,QUIRIGUA
Apartamento,1100000000,195.0,3,4,3.0,Norte,SANTA BIBIANA,EL CHICO NAVARRA
Apartamento,2400000000,255.0,3,5,4.0,Norte,CHICO NORTE,CHICO MUSEO
Apartamento,4500000000,320.0,2,3,4.0,Norte,CERROS DE SANTA BARBARA,Santa Barbara Alta-Usaquén
Apartamento,380000000,93.0,3,2,1.0,Norte,EL VERVENAL,EL VERVENAL
Apartamento,295000000,0.0,1,1,1.0,Norte,RINCON DEL CHICO,RINCON DEL CHICO
Apartamento,1149000000,0.0,3,4,2.0,Norte,SANTA BARBARA ALTA,SANTA BARBARA ALTA
Apartamento,1650000000,230.0,3,4,3.0,Norte,LA CAROLINA,LA CAROLINA
Apartamento,250000000,42.0,1,1,1.0,Norte,SANTA BARBARA OCCIDENTAL,SANTA BARBARA
Apartamento,420000000,88.0,3,2,1.0,Norte,LAS ACASIAS,CEDRITOS
Apartamento,659888999,135.0,3,2,1.0,Norte,CHICO NORTE II,CHICO NORTE II SECTOR
Apartamento,500000000,110.0,3,2,2.0,Noroccidente,LOS ANDES NORTE,LA FLORESTA NORTE
Apartamento,210000000,33.0,1,1,0.0,Chapinero,MARLY,CHAPINERO CENTRAL
Apartamento,1050000000,220.0,4,4,1.0,,,LA CALLEJA
Apartamento,255000000,58.0,3,2,1.0,Noroccidente,NUEVA ZELANDIA,NUEVA ZELANDIA
Apartamento,598000000,98.0,3,3,2.0,,,COLINA CAMPESTRE
Apartamento,1180000000,198.0,3,4,3.0,Noroccidente,PUENTE LARGO,Lagos de Córdoba
Apartamento,1800000,265.0,3,4,2.0,,,SANTA BARBARA
Apartamento,330000000,0.0,2,2,1.0,Norte,CAOBOS SALAZAR,Cedritos
Apartamento,770000000,166.0,3,3,2.0,Occidental,NICOLAS DE FEDERMAN,NICOLAS DE FEDERMAN 
Apartamento,800000000,140.0,3,3,2.0,Norte,RINCON DEL CHICO,CHICO
Apartamento,670000000,89.0,3,2,1.0,Chapinero,MARIA CRISTINA,Chapinero Alto
Apartamento,960500000,183.0,3,4,3.0,Norte,BELLA SUIZA,BELLA SUIZA
Casa,1450000000,0.0,5,5,0.0,Noroccidente,PUENTE LARGO,Puente Largo
Apartamento,820000000,110.0,3,3,2.0,Chapinero,INGEMAR,EL CASTILLO
Apartamento,250000000,53.74,2,2,1.0,Norte,ESTRELLA DEL NORTE,VILLA MAGDALA
Casa,1200000000,146.0,4,4,3.0,Noroccidente,URBANIZACION CORDOBA NIZA,Niza
Apartamento,1800000000,179.96,3,3,3.0,Norte,LOS ROSALES,CHICO LOS ROSALES
Apartamento,1500000000,273.0,3,4,3.0,Norte,EL REFUGIO,ALTOS DEL REFUGIO
Apartamento,750000000,153.0,3,2,2.0,Noroccidente,NIZA SUBA,ALTOS DE SOTILEZA
Apartamento,585000000,65.0,1,1,1.0,Norte,CHICO,CHICO
Apartamento,250000000,63.0,2,2,1.0,Norte,LA LIBERIA,Villa Magdala-Usaquén
Apartamento,345000000,51.0,1,2,1.0,Norte,LOS CEDRITOS,Cedritos
Casa,1390000000,225.0,5,5,3.0,Noroccidente,SAN JOSE DE BAVARIA,san jose de bavaria
Casa,1200000000,146.0,4,4,3.0,Noroccidente,URBANIZACION CORDOBA NIZA,Niza
Apartamento,1100000000,129.0,3,3,2.0,Norte,CHICO NORTE III,Chico Norte
Apartamento,190000000,40.0,2,1,0.0,Occidental,PUENTE ARANDA,Puente Aranda
Apartamento,120000000,43.0,2,1,0.0,Noroccidente,CONEJERA,Suba Fontanar
Apartamento,515000000,67.0,2,3,1.0,Noroccidente,PUENTE LARGO,Puente Largo
Casa,990000000,214.0,3,4,2.0,Noroccidente,NIZA SUBA,Colinas de Suba
Apartamento,286000000,70.0,3,2,1.0,Occidental,NORMANDIA OCCIDENTAL,Normandia
Apartamento,320000000,53.0,2,2,1.0,Noroccidente,PUENTE LARGO,Puente Largo
Apartamento,780000000,137.0,3,3,2.0,Norte,SANTA BARBARA CENTRAL,MULTICENTRO
Apartamento,330000000,0.0,2,2,1.0,Chapinero,CHAPINERO NORTE,CHAPINERO
Apartamento,110000000,37.0,2,1,0.0,Noroccidente,EL RINCON NORTE,EL RINCON NORTE
Apartamento,350000000,0.0,1,1,1.0,Norte,LOS CEDRITOS,Cedritos
Apartamento,800000000,162.0,4,3,2.0,Norte,SANTA BARBARA CENTRAL,Santa Barabara Multicentro
Casa,680000000,190.0,5,4,2.0,Noroccidente,IBERIA,Gratamira
Apartamento,115000000,25.0,1,1,0.0,Occidental,VILLEMAR FONTIBON,FONTIBON VILLEMAR
Apartamento,1350000000,188.0,3,4,2.0,Occidental,CIUDAD SALITRE SUR-ORIENTAL,CIUDAD SALITRE RESERVADO
Apartamento,205000000,57.0,3,2,1.0,,SUBA,SUBA
Casa,450000000,146.0,5,3,1.0,Occidental,LOS MONJES,LOS MONJES
Casa,750000000,98.0,3,3,1.0,Chapinero,MARIA CRISTINA,Maria Cristina
Casa,1450000000,201.16,4,3,4.0,Norte,LISBOA,Lisboa
Casa,2250000000,600.0,5,5,4.0,Noroccidente,SAN JOSE DE BAVARIA,SAN JOSE DE BAVARIA
Apartamento,4113784785,0.0,3,4,3.0,Norte,LOS ROSALES,Rosales
Apartamento,570000000,112.0,3,2,1.0,Norte,CHICO NORTE II,CHICO NORTE II
Casa,270000000,140.0,5,3,1.0,Occidental,GARCES NAVES OCCIDENTAL,garces navas
Apartamento,340000000,76.47,3,2,1.0,Occidental,LA IGUALDAD,La Igualdad
Apartamento,3988875788,0.0,3,4,3.0,Norte,LOS ROSALES,LOS ROSALES
Apartamento,1250000000,147.0,2,3,2.0,Chapinero,EMAUS,BELLAVISTA ROSALES
Apartamento,1650000000,165.0,3,4,3.0,Chapinero,EMAUS,CHAPINERO ALTO GRANADA
Apartamento,2600000000,379.0,4,4,3.0,Norte,LOS ROSALES,Rosales
Apartamento,830916000,64.0,1,2,1.0,Norte,CHICO NORTE,CHICO RESERVADO
Apartamento,570000000,143.0,3,4,2.0,Noroccidente,VICTORIA NORTE,COLINA CAMPESTRE
Apartamento,580000000,119.0,3,2,1.0,Norte,CHICO NORTE II,CHIC¿ NORTE
Apartamento,350000000,76.0,3,2,1.0,Noroccidente,MAZUREN,MAZUREN
Apartamento,415000000,91.0,3,3,1.0,Noroccidente,SAN JOSE DEL PRADO,LA COLINA
Apartamento,590000000,0.0,2,3,2.0,Norte,CHICO NORTE III,Chico Occidental
Apartamento,346600000,74.64,3,2,1.0,Occidental,EL DORADO,villas de granada
